datetime,temp,dew,humidity,precip,precipprob,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon
27/1/2022 1:00 AM,22.4,21.4,94.09,0,0,0,0,71.4,16.3,0,,0,Partially cloudy,partly-cloudy-night
27/1/2022 2:00 AM,22,21,94.08,0,0,0,358,28.6,7,0,,0,Partially cloudy,partly-cloudy-night
27/1/2022 3:00 AM,22,20,88.47,0,0,1.8,210,28.6,6,0,,0,Partially cloudy,partly-cloudy-night
27/1/2022 4:00 AM,21.4,20.4,94.05,0,0,3.6,180,64.3,15.9,0,,0,Partially cloudy,partly-cloudy-night
27/1/2022 5:00 AM,20,19,93.99,0,0,1.8,210,28.6,6,0,,0,Partially cloudy,partly-cloudy-night
27/1/2022 6:00 AM,20,19,93.98,0,0,1.8,220,50,7,0,0.2,0,Partially cloudy,partly-cloudy-night
27/1/2022 7:00 AM,20.9,19.5,91.98,0,0,0,0,78.6,16.6,220.4,0.8,2,Partially cloudy,partly-cloudy-day
27/1/2022 8:00 AM,26,21,74.04,0,0,1.8,230,28.6,8,216,0.8,2,Partially cloudy,partly-cloudy-day
27/1/2022 9:00 AM,27,21,69.76,0,0,3.6,210,28.6,8,331,1.2,3,Partially cloudy,partly-cloudy-day
27/1/2022 10:00 AM,27.2,20.7,67.66,0,0,3.6,259,64.3,17.1,435,1.6,4,Partially cloudy,partly-cloudy-day
27/1/2022 11:00 AM,28,20,61.86,0,0,3.6,80,28.6,10,515,1.9,5,Partially cloudy,partly-cloudy-day
27/1/2022 12:00 PM,28,19,58.14,0,0,7.6,110,49.9,10,583,2.1,6,Partially cloudy,partly-cloudy-day
27/1/2022 1:00 PM,28.4,18.9,56.43,0,0,3.6,70,64.3,17.1,782.8,2.8,8,Partially cloudy,partly-cloudy-day
27/1/2022 2:00 PM,29,20,58.36,0,0,9.4,80,28.6,10,791,2.8,8,Partially cloudy,partly-cloudy-day
27/1/2022 3:00 PM,28,19,58.15,0,0,13,80,28.6,10,720,2.6,7,Partially cloudy,partly-cloudy-day
27/1/2022 4:00 PM,27.1,19.9,64.75,0,0,11.4,79,64.3,17.1,630,2.3,6,Partially cloudy,partly-cloudy-day
27/1/2022 5:00 PM,26,21,74,0,0,11.2,90,28.6,10,528,1.9,5,Partially cloudy,partly-cloudy-day
27/1/2022 6:00 PM,25,21,78.53,0,0,13,70,28.6,10,427,1.5,0,Partially cloudy,partly-cloudy-night
27/1/2022 7:00 PM,25.1,20.5,75.5,0,0,3.6,90,64.3,17.1,0,,0,Partially cloudy,partly-cloudy-night
27/1/2022 8:00 PM,25,20,73.86,0,0,1.8,90,28.6,10,0,,0,Partially cloudy,partly-cloudy-night
27/1/2022 9:00 PM,24,21,83.37,0,0,3.6,240,28.6,10,0,,0,Partially cloudy,partly-cloudy-night
27/1/2022 10:00 PM,23.4,21.1,87.04,0,0,5,264.7,71.4,16.6,0,,0,Partially cloudy,partly-cloudy-night
27/1/2022 11:00 PM,23,21,88.55,0,0,0,359,49.9,8,0,,0,Partially cloudy,partly-cloudy-night
28/1/2022 12:00 AM,23,20,83.26,0,0,0,2,50,8,0,,0,Partially cloudy,partly-cloudy-night
28/1/2022 1:00 AM,23,20.4,85.11,0,0,10.1,250.8,78.6,16.6,0,,0,Partially cloudy,partly-cloudy-night
28/1/2022 2:00 AM,22,20,88.45,0,0,1.8,230,49.9,8,0,,0,Partially cloudy,partly-cloudy-night
28/1/2022 3:00 AM,21,20,94.04,0,0,1.8,240,28.6,7,0,,0,Partially cloudy,partly-cloudy-night
28/1/2022 4:00 AM,21.1,19.9,92.8,0,0,3.6,140,64.3,16.3,0,,0,Partially cloudy,partly-cloudy-night
28/1/2022 5:00 AM,20,19,93.98,0,0,3.6,200,28.6,7,0,,0,Partially cloudy,partly-cloudy-night
28/1/2022 6:00 AM,20,19,93.98,0,0,1.8,210,28.6,7,0,0.2,0,Partially cloudy,partly-cloudy-night
28/1/2022 7:00 AM,20.9,19.2,90.35,0,0,1.8,220,78.6,16.3,217.2,0.8,2,Partially cloudy,partly-cloudy-day
28/1/2022 8:00 AM,24,20,78.37,0,0,1.8,270,28.6,8,173,0.6,2,Partially cloudy,partly-cloudy-day
28/1/2022 9:00 AM,26,20,69.56,0,0,0,358,49.9,8,197,0.7,2,Partially cloudy,partly-cloudy-day
28/1/2022 10:00 AM,26.3,20.9,72.07,0,0,4.1,346,78.6,16.6,224,0.8,2,Partially cloudy,partly-cloudy-day
28/1/2022 11:00 AM,27,20,65.58,0,0,3.6,60,49.9,10,295,1.1,3,Partially cloudy,partly-cloudy-day
28/1/2022 12:00 PM,27,21,69.74,0,0,9.4,70,50,10,407,1.5,4,Partially cloudy,partly-cloudy-day
28/1/2022 1:00 PM,27.7,20.9,66.31,0,0,10.8,90,64.3,17.1,748.8,2.7,7,Partially cloudy,partly-cloudy-day
28/1/2022 2:00 PM,28,21,65.79,0,0,13,100,28.6,10,776,2.8,8,Partially cloudy,partly-cloudy-day
28/1/2022 3:00 PM,27,21,69.75,0,0,13,80,28.6,10,707,2.5,7,Partially cloudy,partly-cloudy-day
28/1/2022 4:00 PM,26.4,21.4,73.73,0,0,10.8,70,64.3,17.1,620,2.2,6,Partially cloudy,partly-cloudy-day
28/1/2022 5:00 PM,26,20,69.58,0,0,11.2,90,28.6,10,518,1.9,5,Partially cloudy,partly-cloudy-day
28/1/2022 6:00 PM,25,21,78.52,0,0,5.4,90,28.6,10,420,1.5,0,Partially cloudy,partly-cloudy-night
28/1/2022 7:00 PM,24.9,21,79.2,0,0,7.2,90,64.3,17.1,0,,0,Partially cloudy,partly-cloudy-night
28/1/2022 8:00 PM,24,21,83.36,0,0,5.4,90,28.6,10,0,,0,Partially cloudy,partly-cloudy-night
28/1/2022 9:00 PM,24,21,83.36,0,0,9.4,90,50,10,0,,0,Partially cloudy,partly-cloudy-night
28/1/2022 10:00 PM,24.2,21.4,84.12,0,0,4.1,90,78.6,17.1,0,,0,Partially cloudy,partly-cloudy-night
28/1/2022 11:00 PM,24,21,83.37,0,0,1.8,100,28.6,10,0,,0,Partially cloudy,partly-cloudy-night
29/1/2022 12:00 AM,23,21,88.54,0,0,1.8,250,28.6,10,0,,0,Partially cloudy,partly-cloudy-night
29/1/2022 1:00 AM,22.7,21.4,92.48,0,0,0,0,71.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
29/1/2022 2:00 AM,22,21,94.06,0,0,0,1,28.6,10,0,,0,Partially cloudy,partly-cloudy-night
29/1/2022 3:00 AM,22,21,94.06,0,0,1.8,260,28.6,8,0,,0,Partially cloudy,partly-cloudy-night
29/1/2022 4:00 AM,21.4,20.4,94.05,0,0,0,215.7,71.4,16.3,0,,0,Partially cloudy,partly-cloudy-night
29/1/2022 5:00 AM,21,20,94.04,0,0,0,359,28.6,6,0,,0,Partially cloudy,partly-cloudy-night
29/1/2022 6:00 AM,21,20,94.02,0,0,0,360,28.6,5,0,0.2,0,Partially cloudy,partly-cloudy-night
29/1/2022 7:00 AM,21.5,20.7,95.3,0,0,10.8,233.5,71.4,15.7,231.9,0.8,2,Partially cloudy,partly-cloudy-day
29/1/2022 8:00 AM,24,21,83.36,0,0,1.8,220,49.9,6,215,0.8,2,Partially cloudy,partly-cloudy-day
29/1/2022 9:00 AM,27,21,69.76,0,0,3.6,240,28.6,8,329,1.2,3,Partially cloudy,partly-cloudy-day
29/1/2022 10:00 AM,27.4,21.1,68.61,0,0,4.1,180,71.4,17.1,433,1.6,4,Partially cloudy,partly-cloudy-day
29/1/2022 11:00 AM,29,20,58.38,0,0,5.4,200,28.6,10,520,1.9,5,Partially cloudy,partly-cloudy-day
29/1/2022 12:00 PM,27,21,69.74,0,0,5.4,50,28.6,10,587,2.1,6,Partially cloudy,partly-cloudy-day
29/1/2022 1:00 PM,27.2,20.9,68.26,0,0,14.5,90,71.4,17.1,728.3,2.6,7,Partially cloudy,partly-cloudy-day
29/1/2022 2:00 PM,27,21,69.74,0,0,14.8,100,28.6,10,775,2.8,8,Partially cloudy,partly-cloudy-day
29/1/2022 3:00 PM,26,21,73.99,0,0,16.6,110,28.6,10,707,2.5,7,Partially cloudy,partly-cloudy-day
29/1/2022 4:00 PM,26.2,21.9,76.98,0,0,11.9,93,71.4,17.1,619,2.2,6,Partially cloudy,partly-cloudy-day
29/1/2022 5:00 PM,25,22,83.46,0,0,13,90,89.3,10,518,1.9,5,Partially cloudy,partly-cloudy-day
29/1/2022 6:00 PM,25,21,78.53,0,0,11.2,110,89.4,10,420,1.5,0,Partially cloudy,partly-cloudy-night
29/1/2022 7:00 PM,25.1,21.9,82.39,0,0,5.8,110,96.5,17.1,0,,0,Overcast,cloudy
29/1/2022 8:00 PM,25,21,78.53,0,0,7.6,120,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
29/1/2022 9:00 PM,25,22,83.47,0,0,7.6,120,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
29/1/2022 10:00 PM,25,22,83.48,0,0,3.6,140,96.5,17.1,0,,0,Overcast,cloudy
29/1/2022 11:00 PM,25,22,83.47,0,0,7.6,170,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
30/1/2022 12:00 AM,25,22,83.49,0,0,7.6,170,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
30/1/2022 1:00 AM,24.9,22.2,85.3,0,0,4.1,146,96.5,17.1,0,,0,Overcast,cloudy
30/1/2022 2:00 AM,25,22,83.48,0,0,5.4,170,89.2,10,0,,0,Partially cloudy,partly-cloudy-night
30/1/2022 3:00 AM,24,22,88.63,0,0,5.4,180,89.2,10,0,,0,Partially cloudy,partly-cloudy-night
30/1/2022 4:00 AM,24.4,22.4,88.27,0,0,3.6,180,89.4,17.1,0,,0,Partially cloudy,partly-cloudy-night
30/1/2022 5:00 AM,24,22,88.62,0,0,3.6,110,89.3,10,0,,0,Partially cloudy,partly-cloudy-night
30/1/2022 6:00 AM,24,22,88.62,0,0,7.6,150,89.4,10,0,0.1,0,Partially cloudy,partly-cloudy-night
30/1/2022 7:00 AM,24.2,22.4,89.8,0,0,4.1,146,89.4,17.1,173.4,0.6,2,Partially cloudy,partly-cloudy-day
30/1/2022 8:00 AM,25,22,83.49,0,0,9.3,150,89.3,10,124,0.4,1,Partially cloudy,partly-cloudy-day
30/1/2022 9:00 AM,25,22,83.47,0,0,12.9,170,89.4,10,200,0.7,2,Partially cloudy,partly-cloudy-day
30/1/2022 10:00 AM,26,22.2,79.7,0,0,10.4,110,89.4,17.1,278,1,3,Partially cloudy,partly-cloudy-day
30/1/2022 11:00 AM,25,23,88.68,0,0,7.6,120,89.4,10,340,1.2,3,Partially cloudy,partly-cloudy-day
30/1/2022 12:00 PM,25,23,88.68,0,0,9.4,89,89.4,7,439,1.6,4,Partially cloudy,partly-cloudy-day
30/1/2022 1:00 PM,24.4,21.4,83.04,2.987,100,11.9,26,96.5,16.6,277.3,1,3,"Rain, Overcast",rain
30/1/2022 2:00 PM,24,21,83.36,0,0,13,20,89.4,6,762,2.7,8,Partially cloudy,partly-cloudy-day
30/1/2022 3:00 PM,23,21,88.52,0,0,5.4,330,89.4,8,694,2.5,7,Partially cloudy,partly-cloudy-day
30/1/2022 4:00 PM,23.1,21.2,89.3,0,0,7.8,323,96.6,10,599,2.2,6,Overcast,cloudy
30/1/2022 5:00 PM,22,21,94.03,0,0,11.2,350,89.4,10,487,1.8,5,Partially cloudy,partly-cloudy-day
30/1/2022 6:00 PM,22,20,88.44,0,0,13,340,89.4,10,391,1.4,0,Partially cloudy,partly-cloudy-night
30/1/2022 7:00 PM,22.2,20.2,88.46,0,0,5.8,320,96.6,10,0,,0,Overcast,cloudy
30/1/2022 8:00 PM,22,20,88.44,0,0,18.3,10,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
30/1/2022 9:00 PM,21,20,93.98,0,0,7.6,350,89.4,6,0,,0,Partially cloudy,partly-cloudy-night
30/1/2022 10:00 PM,21.2,20.4,95.26,0,0,6.7,329,96.6,4.3,0,,0,Overcast,cloudy
30/1/2022 11:00 PM,21,20,93.98,0,0,5.4,310,89.4,7,0,,0,Partially cloudy,partly-cloudy-night
31/1/2022 12:00 AM,21,20,93.98,0,0,5.4,340,89.4,8,0,,0,Partially cloudy,partly-cloudy-night
31/1/2022 1:00 AM,21.1,20.1,93.98,6.97,100,7.2,320,100,10,0,,0,"Rain, Overcast",rain
31/1/2022 2:00 AM,21,20,93.98,0,0,5.4,320,89.4,8,0,,0,Partially cloudy,partly-cloudy-night
31/1/2022 3:00 AM,21,20,93.98,0,0,9.4,340,89.4,8,0,,0,Partially cloudy,partly-cloudy-night
31/1/2022 4:00 AM,21.1,20.1,94,0,0,4.1,334,96.6,9.5,0,,0,Overcast,cloudy
31/1/2022 5:00 AM,21,20,94,0,0,5.4,350,89.4,8,0,,0,Partially cloudy,partly-cloudy-night
31/1/2022 6:00 AM,21,20,94,0,0,5.4,320,89.4,7,0,0.1,0,Partially cloudy,partly-cloudy-night
31/1/2022 7:00 AM,21,20.1,94.43,0,0,4.7,323,96.6,8.9,183.3,0.7,2,Overcast,cloudy
31/1/2022 8:00 AM,21,20,94.02,0,0,5.4,330,89.4,6,17,0.1,0,Partially cloudy,partly-cloudy-day
31/1/2022 9:00 AM,22,20,88.45,0,0,5.4,310,89.4,6,32,0.1,0,Partially cloudy,partly-cloudy-day
31/1/2022 10:00 AM,22.2,20,87.32,0,0,5.3,324,89.5,9.1,44,0.2,0,Partially cloudy,partly-cloudy-day
31/1/2022 11:00 AM,22,20,88.45,0,0,14.8,350,89.4,6,67,0.2,1,Partially cloudy,partly-cloudy-day
31/1/2022 12:00 PM,22,20,88.45,0,0,14.8,360,89.4,7,89,0.3,1,Partially cloudy,partly-cloudy-day
31/1/2022 1:00 PM,22.1,19.4,85,0.004,100,6.8,3,89.5,9.1,636,2.3,6,"Rain, Partially cloudy",rain
31/1/2022 2:00 PM,22,20,88.42,0,0,13,360,89.4,6,131,0.5,1,Partially cloudy,partly-cloudy-day
31/1/2022 3:00 PM,22,20,88.44,0,0,16.6,10,89.4,6,116,0.4,1,Partially cloudy,partly-cloudy-day
31/1/2022 4:00 PM,22,19.2,84.25,0,0,6.8,343,89.5,9.2,96,0.3,1,Partially cloudy,partly-cloudy-day
31/1/2022 5:00 PM,21,18,83.02,0,0,20.5,330,89.4,6,83,0.3,1,Partially cloudy,partly-cloudy-day
31/1/2022 6:00 PM,21,17,77.95,0,0,20.5,340,89.4,7,67,0.2,0,Partially cloudy,partly-cloudy-night
31/1/2022 7:00 PM,21,16.4,74.84,0,0,15.5,323,96.6,9.2,0,,0,Overcast,cloudy
31/1/2022 8:00 PM,21,16,73.16,0,0,14.7,330,89.4,8,0,,0,Partially cloudy,partly-cloudy-night
31/1/2022 9:00 PM,20,16,77.8,0,0,14.7,330,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
31/1/2022 10:00 PM,20.7,16.2,75.46,0,0,8.8,296,96.6,10,0,,0,Overcast,cloudy
31/1/2022 11:00 PM,20,16,77.8,0,0,11.2,320,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
1/2/2022 12:00 AM,20,16,77.8,0,0,11.2,310,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
1/2/2022 1:00 AM,20.1,16,77.45,0,0,8.3,299,96.6,10,0,,0,Overcast,cloudy
1/2/2022 2:00 AM,20,16,77.8,0,0,7.6,310,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
1/2/2022 3:00 AM,20,16,77.8,0,0,11.2,320,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
1/2/2022 4:00 AM,20.2,16.1,77.14,0,0,7.8,296,89.5,10,0,,0,Partially cloudy,partly-cloudy-night
1/2/2022 5:00 AM,20,16,77.81,0,0,3.6,310,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
1/2/2022 6:00 AM,20,16,77.81,0,0,1.8,250,89.4,10,0,0.1,0,Partially cloudy,partly-cloudy-night
1/2/2022 7:00 AM,20.5,16.6,78.24,0,0,3.6,270,89.5,10,199.4,0.7,2,Partially cloudy,partly-cloudy-day
1/2/2022 8:00 AM,21,16,73.19,0,0,5.4,320,89.4,10,32,0.1,0,Partially cloudy,partly-cloudy-day
1/2/2022 9:00 AM,22,17,73.33,0,0,9.4,330,89.4,10,64,0.2,1,Partially cloudy,partly-cloudy-day
1/2/2022 10:00 AM,22.7,17.2,71.17,0,0,8.8,348,89.5,17.1,189,0.7,2,Partially cloudy,partly-cloudy-day
1/2/2022 11:00 AM,24,17,64.99,0,0,7.6,320,89.4,10,291,1,3,Partially cloudy,partly-cloudy-day
1/2/2022 12:00 PM,24,18,69.2,0,0,9.4,20,89.4,10,337,1.2,3,Partially cloudy,partly-cloudy-day
1/2/2022 1:00 PM,23.4,18.1,72.26,0,0,6.3,349,89.5,17.1,656.5,2.4,7,Partially cloudy,partly-cloudy-day
1/2/2022 2:00 PM,24,18,69.22,0,0,16.6,360,89.4,10,494,1.8,5,Partially cloudy,partly-cloudy-day
1/2/2022 3:00 PM,23,18,73.51,0,0,14.8,10,89.4,10,464,1.7,5,Partially cloudy,partly-cloudy-day
1/2/2022 4:00 PM,22.6,18.2,76.47,0,0,7.3,360,96.6,17.1,431,1.6,4,Overcast,cloudy
1/2/2022 5:00 PM,22,18,78.11,0,0,14.8,360,89.4,10,365,1.3,4,Partially cloudy,partly-cloudy-day
1/2/2022 6:00 PM,22,17,73.33,0,0,12.9,350,89.4,10,296,1.1,0,Partially cloudy,partly-cloudy-night
1/2/2022 7:00 PM,21.7,17.2,75.65,0,0,5.8,343,89.5,17.1,0,,0,Partially cloudy,partly-cloudy-night
1/2/2022 8:00 PM,21,17,77.95,0,0,5.4,330,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
1/2/2022 9:00 PM,21,16,73.17,0,0,11.1,350,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
1/2/2022 10:00 PM,21.2,17.4,78.7,0,0,3.6,360,89.5,17.1,0,,0,Partially cloudy,partly-cloudy-night
1/2/2022 11:00 PM,21,16,73.16,0,0,3.6,330,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
2/2/2022 12:00 AM,21,16,73.16,0,0,7.6,340,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
2/2/2022 1:00 AM,20.9,16.7,77.23,0,0,4.7,326,89.5,17.1,0,,0,Partially cloudy,partly-cloudy-night
2/2/2022 2:00 AM,21,16,73.16,0,0,5.4,340,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
2/2/2022 3:00 AM,21,16,73.17,0,0,3.6,330,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
2/2/2022 4:00 AM,20.2,17.1,82.2,0,0,1.8,330,89.5,17.1,0,,0,Partially cloudy,partly-cloudy-night
2/2/2022 5:00 AM,20,17,82.91,0,0,1.8,280,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
2/2/2022 6:00 AM,20,17,82.91,0,0,3.6,280,89.4,10,0,0.2,0,Partially cloudy,partly-cloudy-night
2/2/2022 7:00 AM,20.7,17.4,81.16,0,0,0,0,96.6,17.1,215,0.8,2,Overcast,cloudy
2/2/2022 8:00 AM,22,17,73.33,0,0,1.8,280,89.4,10,53,0.2,1,Partially cloudy,partly-cloudy-day
2/2/2022 9:00 AM,24,18,69.24,0,0,1.8,280,89.4,10,133,0.5,1,Partially cloudy,partly-cloudy-day
2/2/2022 10:00 AM,24,18.2,70.15,0,0,3.6,320,78.6,17.1,277,1,3,Partially cloudy,partly-cloudy-day
2/2/2022 11:00 AM,25,18,65.2,0,0,9.4,10,28.8,10,396,1.4,4,Partially cloudy,partly-cloudy-day
2/2/2022 12:00 PM,25,19,69.4,0,0,13,10,28.8,10,486,1.7,5,Partially cloudy,partly-cloudy-day
2/2/2022 1:00 PM,26,19.5,67.48,0,0,11,9,64.3,17.1,739.5,2.7,7,Partially cloudy,partly-cloudy-day
2/2/2022 2:00 PM,26,20,69.59,0,0,18.3,10,28.8,10,627,2.3,6,Partially cloudy,partly-cloudy-day
2/2/2022 3:00 PM,24,19,73.68,0,0,22.3,20,50.1,10,565,2,6,Partially cloudy,partly-cloudy-day
2/2/2022 4:00 PM,23,19,78.25,0,0,12.6,9,89.5,17.1,503,1.8,5,Partially cloudy,partly-cloudy-day
2/2/2022 5:00 PM,22,19,83.14,0,0,24.1,20,89.4,10,425,1.5,4,Partially cloudy,partly-cloudy-day
2/2/2022 6:00 PM,23,19,78.25,0,0,16.5,20,89.4,10,345,1.2,0,Partially cloudy,partly-cloudy-night
2/2/2022 7:00 PM,22.7,18.2,75.82,0.003,100,3.6,320,78.6,17.1,0,,0,"Rain, Partially cloudy",rain
2/2/2022 8:00 PM,22,18,78.12,0,0,11.2,340,28.8,10,0,,0,Partially cloudy,partly-cloudy-night
2/2/2022 9:00 PM,22,18,78.11,0,0,9.4,340,50.1,10,0,,0,Partially cloudy,partly-cloudy-night
2/2/2022 10:00 PM,22.1,17.7,76.39,0,0,5.3,340,64.3,17.1,0,,0,Partially cloudy,partly-cloudy-night
2/2/2022 11:00 PM,22,17,73.36,0,0,12.9,350,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
3/2/2022 12:00 AM,22,17,73.36,0,0,3.6,240,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
3/2/2022 1:00 AM,22,17.4,75.35,0,0,3.6,320,78.6,17.1,0,,0,Partially cloudy,partly-cloudy-night
3/2/2022 2:00 AM,22,17,73.36,0,0,3.6,330,50.1,10,0,,0,Partially cloudy,partly-cloudy-night
3/2/2022 3:00 AM,21,18,83.02,0,0,11.2,350,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
3/2/2022 4:00 AM,21.7,17.4,76.68,0,0,3.6,320,89.5,17.1,0,,0,Partially cloudy,partly-cloudy-night
3/2/2022 5:00 AM,22,17,73.35,0,0,7.6,340,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
3/2/2022 6:00 AM,22,17,73.35,0,0,5.4,330,89.4,10,0,0.2,0,Partially cloudy,partly-cloudy-night
3/2/2022 7:00 AM,21.2,17.4,78.71,0.002,100,7.2,320,89.5,10,199.3,0.7,2,"Rain, Partially cloudy",rain
3/2/2022 8:00 AM,22,17,73.35,0,0,5.4,320,89.4,10,62,0.2,1,Partially cloudy,partly-cloudy-day
3/2/2022 9:00 AM,23,17,69.05,0,0,7.6,310,89.4,10,121,0.4,1,Partially cloudy,partly-cloudy-day
3/2/2022 10:00 AM,23.6,18.1,71.05,0,0,9.2,326,89.5,10,191,0.7,2,Partially cloudy,partly-cloudy-day
3/2/2022 11:00 AM,24,18,69.23,0,0,14.8,350,89.4,10,259,0.9,3,Partially cloudy,partly-cloudy-day
3/2/2022 12:00 PM,25,18,65.21,0,0,16.6,360,89.4,10,358,1.3,4,Partially cloudy,partly-cloudy-day
3/2/2022 1:00 PM,25.4,18.2,64.7,0.004,100,8.9,340,89.5,17.1,641,2.3,6,"Rain, Partially cloudy",rain
3/2/2022 2:00 PM,26,18,61.46,0,0,16.6,350,50.1,10,720,2.6,7,Partially cloudy,partly-cloudy-day
3/2/2022 3:00 PM,24,18,69.22,0,0,20.5,20,89.4,10,663,2.4,7,Partially cloudy,partly-cloudy-day
3/2/2022 4:00 PM,23.2,17.9,71.92,0,0,11.5,3,89.5,10,585,2.1,6,Partially cloudy,partly-cloudy-day
3/2/2022 5:00 PM,23,17,69.04,0,0,14.8,350,50.1,10,492,1.8,5,Partially cloudy,partly-cloudy-day
3/2/2022 6:00 PM,22,16,68.84,0,0,14.7,350,28.8,10,399,1.4,0,Partially cloudy,partly-cloudy-night
3/2/2022 7:00 PM,21.4,16.8,75.24,0,0,4.7,323,64.3,17.1,0,,0,Partially cloudy,partly-cloudy-night
3/2/2022 8:00 PM,21,16,73.16,0,0,12.9,350,50.1,10,0,,0,Partially cloudy,partly-cloudy-night
3/2/2022 9:00 PM,21,16,73.17,0,0,11.2,350,50.1,10,0,,0,Partially cloudy,partly-cloudy-night
3/2/2022 10:00 PM,21.1,16.2,73.85,0,0,7.3,326,78.6,17.1,0,,0,Partially cloudy,partly-cloudy-night
3/2/2022 11:00 PM,21,16,73.17,0,0,5.4,340,50.1,10,0,,0,Partially cloudy,partly-cloudy-night
4/2/2022 12:00 AM,21,16,73.19,0,0,5.4,340,28.8,10,0,,0,Partially cloudy,partly-cloudy-night
4/2/2022 1:00 AM,20.4,16.5,77.88,0,0,3.6,296,78.6,17.1,0,,0,Partially cloudy,partly-cloudy-night
4/2/2022 2:00 AM,20,16,77.83,0,0,5.4,320,50.1,10,0,,0,Partially cloudy,partly-cloudy-night
4/2/2022 3:00 AM,20,16,77.83,0,0,1.8,290,50.1,10,0,,0,Partially cloudy,partly-cloudy-night
4/2/2022 4:00 AM,20.2,16.5,78.92,0,0,1.8,290,78.6,17.1,0,,0,Partially cloudy,partly-cloudy-night
4/2/2022 5:00 AM,20,16,77.83,0,0,1.8,250,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
4/2/2022 6:00 AM,20,16,77.83,0,0,0,359,89.4,10,0,0.1,0,Partially cloudy,partly-cloudy-night
4/2/2022 7:00 AM,20.4,17,81.12,0,0,0,360,96.6,17.1,181.3,0.7,2,Overcast,cloudy
4/2/2022 8:00 AM,21,17,77.96,0,0,1.8,330,89.4,10,62,0.2,1,Partially cloudy,partly-cloudy-day
4/2/2022 9:00 AM,22,17,73.35,0,0,3.6,280,89.4,10,124,0.4,1,Partially cloudy,partly-cloudy-day
4/2/2022 10:00 AM,22.9,17.4,71.55,0,0,7.3,320,89.5,17.1,126,0.5,1,Partially cloudy,partly-cloudy-day
4/2/2022 11:00 AM,24,17,65.02,0,0,9.4,330,89.4,10,158,0.6,2,Partially cloudy,partly-cloudy-day
4/2/2022 12:00 PM,24,17,65.01,0,0,7.6,300,89.4,10,195,0.7,2,Partially cloudy,partly-cloudy-day
4/2/2022 1:00 PM,23.9,17.5,67.36,0.012,100,3.6,290,89.5,17.1,716,2.6,7,"Rain, Partially cloudy",rain
4/2/2022 2:00 PM,24,18,69.23,0,0,11.2,360,89.4,10,235,0.8,2,Partially cloudy,partly-cloudy-day
4/2/2022 3:00 PM,24,17,65.01,0,0,14.8,10,89.4,10,176,0.6,2,Partially cloudy,partly-cloudy-day
4/2/2022 4:00 PM,23.7,17.6,68.56,0,0,3.6,290,89.5,17.1,147,0.5,1,Partially cloudy,partly-cloudy-day
4/2/2022 5:00 PM,23,17,69.04,0,0,7.6,330,89.4,10,123,0.4,1,Partially cloudy,partly-cloudy-day
4/2/2022 6:00 PM,22,16,68.84,0,0,11.2,340,89.4,10,100,0.4,0,Partially cloudy,partly-cloudy-night
4/2/2022 7:00 PM,22,16.5,70.75,0,0,7.3,326,89.5,17.1,0,,0,Partially cloudy,partly-cloudy-night
4/2/2022 8:00 PM,22,16,68.84,0,0,7.6,350,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
4/2/2022 9:00 PM,21,17,77.96,0,0,3.6,340,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
4/2/2022 10:00 PM,20.8,17.2,80.08,0,0,7.5,9,96.6,10,0,,0,Overcast,cloudy
4/2/2022 11:00 PM,20,18,88.29,0,0,7.6,350,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
5/2/2022 12:00 AM,19,18,93.93,0,0,3.6,350,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
5/2/2022 1:00 AM,20.1,18.4,89.89,0.104,100,3.6,320,96.6,10,0,,0,"Rain, Overcast",rain
5/2/2022 2:00 AM,20,17,82.92,0,0,3.6,270,89.4,10,0,,0,Partially cloudy,partly-cloudy-night
5/2/2022 3:00 AM,20,17,82.92,0,0,1.8,270,89.4,8,0,,0,Partially cloudy,partly-cloudy-night
